id,cltv
90157,63977.566
90158,62053.582
90159,57008.73
90160,65879.914
90161,99985.305
90162,51617.1
90163,65387.535
90164,62148.375
90165,33989.945
90166,104698.72
90167,43719.03
90168,61219.887
90169,108848.94
90170,90861.77
90171,295956.38
90172,33240.406
90173,369792.97
90174,95328.42
90175,55720.812
90176,72621.05
90177,66022.25
90178,53527.707
90179,32639.613
90180,35320.598
90181,30773.705
90182,34564.426
90183,67218.766
90184,49160.793
90185,58267.64
90186,61367.562
90187,369793.97
90188,133999.14
90189,105108.79
90190,59364.14
90191,68018.31
90192,69848.89
90193,90643.31
90194,73731.055
90195,96961.766
90196,369794.44
90197,32440.125
90198,69896.195
90199,75348.41
90200,369794.4
90201,358928.62
90202,61285.8
90203,41847.965
90204,186973.17
90205,35167.04
90206,101168.38
90207,37582.305
90208,369793.47
90209,48045.375
90210,58744.11
90211,103356.68
90212,55668.008
90213,29673.969
90214,52864.086
90215,60856.49
90216,267564.03
90217,104704.086
90218,64992.375
90219,35943.59
90220,275816.5
90221,42150.07
90222,72516.41
90223,260110.12
90224,46937.457
90225,40607.223
90226,108920.06
90227,68411.74
90228,182028.31
90229,33989.625
90230,55032.703
90231,61856.996
90232,369793.97
90233,36725.125
90234,95574.29
90235,33422.87
90236,33307.164
90237,107485.86
90238,306009.44
90239,33142.613
90240,129281.836
90241,68676.95
90242,364912.66
90243,60137.74
90244,62159.85
90245,103868.46
90246,65108.18
90247,68396.586
90248,65371.777
90249,32173.21
90250,32035.404
90251,60230.78
90252,96402.41
90253,66036.44
90254,57798.44
90255,32430.395
90256,320339.47
90257,165849.42
90258,64363.4
90259,91932.18
90260,29533.445
90261,96328.55
90262,32318.463
90263,66657.125
90264,144133.33
90265,34619.18
90266,68729.15
90267,49557.562
90268,369794.9
90269,264156.2
90270,32780.297
90271,58841.246
90272,65469.062
90273,119459.51
90274,88492.28
90275,57451.164
90276,109071.76
90277,49838.977
90278,33423.38
90279,34860.58
90280,33422.746
90281,176379.2
90282,151645.7
90283,65629.81
90284,97331.4
90285,96094.71
90286,69489.15
90287,29682.379
90288,62566.42
90289,36575.715
90290,369794.1
90291,112460.74
90292,56531.742
90293,162844.55
90294,31592.023
90295,70340.51
90296,63117.234
90297,36301.71
90298,66241.22
90299,41830.164
90300,108481.805
90301,67970.97
90302,320897.7
90303,53872.242
90304,369792.38
90305,52290.348
90306,101309.73
90307,30014.475
90308,197528.28
90309,34071.227
90310,46946.645
90311,38320.324
90312,34052.34
90313,67425.13
90314,63642.21
90315,177996.22
90316,37927.637
90317,59762
90318,98862.25
90319,63093.402
90320,202642.08
90321,56560.24
90322,57231.484
90323,103554.71
90324,108372.82
90325,164296.67
90326,66059.2
90327,67685.03
90328,67970.48
90329,57821.934
90330,369791.44
90331,64012.184
90332,59761.832
90333,61141.71
90334,107975.984
90335,43908.246
90336,54437.51
90337,283112.7
90338,35457.145
90339,369795.25
90340,63756.69
90341,37798.46
90342,100024.24
90343,68640
90344,58557.875
90345,62767.965
90346,47838.168
90347,61059
90348,31957.65
90349,63943.742
90350,31545.457
90351,68962.97
90352,65525.207
90353,34349.79
90354,237349.39
90355,98905.47
90356,31035.13
90357,63349.062
90358,67340.09
90359,48972.918
90360,169702.94
90361,61466.62
90362,33005.938
90363,61335.316
90364,108415.95
90365,54909.375
90366,66150.44
90367,121683.33
90368,369795.56
90369,32035.58
90370,99103.04
90371,46273.45
90372,64473.004
90373,301829.66
90374,298922.22
90375,31990.566
90376,45646.668
90377,97035.445
90378,33853.66
90379,97147.05
90380,54664.17
90381,69947.195
90382,59351.867
90383,139422.11
90384,71754.41
90385,32532.96
90386,40607.29
90387,123620.875
90388,47950.49
90389,369793.7
90390,33030.875
90391,50110.277
90392,47089.1
90393,57846.535
90394,52218.285
90395,37447.312
90396,65720.43
90397,94765.19
90398,369793.03
90399,56082.906
90400,43645.36
90401,115615.05
90402,36114.305
90403,67045.6
90404,72536.016
90405,289910.72
90406,30727.547
90407,61007.793
90408,65099.902
90409,32578.508
90410,64728.336
90411,64695.895
90412,287494.72
90413,50162.414
90414,189673.08
90415,66531.41
90416,89058.22
90417,50801.34
90418,103103.625
90419,31197.285
90420,62562.312
90421,305971.7
90422,93303.836
90423,95047.69
90424,49034.55
90425,179660.52
90426,32011.908
90427,56289.88
90428,48589.117
90429,101479.93
90430,70968.04
90431,51414.85
90432,46464.348
90433,287355.03
90434,69283.34
90435,106582.04
90436,97106.88
90437,29947.33
90438,34928.395
90439,157326.39
90440,183032.31
90441,102610.84
90442,142874.34
90443,63125.09
90444,64883.02
90445,64472.48
90446,66981.516
90447,31092.672
90448,52297.79
90449,61132.88
90450,61971.883
90451,192906.94
90452,101582.234
90453,50842.94
90454,37447.05
90455,42267.99
90456,46277.215
90457,100932.35
90458,144288.4
90459,73863.96
90460,369786.94
90461,31745.371
90462,160402.17
90463,99096.805
90464,111921.01
90465,286661.5
90466,54437.76
90467,285760.66
90468,30375.596
90469,68402.22
90470,59557.074
90471,49603.66
90472,93516.64
90473,96347.914
90474,92699.125
90475,104704.06
90476,61027.945
90477,31129.457
90478,106584.84
90479,102768.8
90480,99273.55
90481,105132.19
90482,64574.637
90483,64449.984
90484,69234.18
90485,369793.5
90486,30059.611
90487,66857.01
90488,191404.61
90489,32385.592
90490,188583.45
90491,105010.12
90492,62418.094
90493,90329.33
90494,56423.3
90495,61371.89
90496,50271.094
90497,105964.8
90498,94063.72
90499,52310.605
90500,104809.9
90501,168358.2
90502,60803.215
90503,66204.21
90504,67233.02
90505,58171.47
90506,55667.867
90507,107184.69
90508,32308.064
90509,63998.76
90510,62379.05
90511,67365.43
90512,36130.402
90513,61990.582
90514,60395.02
90515,262317.25
90516,145673.5
90517,57078.523
90518,56926.492
90519,35222.723
90520,33941.555
90521,110360.73
90522,50860.34
90523,64875.566
90524,53266.824
90525,199994.17
90526,70826.47
90527,39098.707
90528,34819.137
90529,107210.586
90530,97993.695
90531,71722.94
90532,57848.8
90533,67958.02
90534,96680.61
90535,63077.35
90536,222939.67
90537,66256.53
90538,64936.848
90539,182266.45
90540,59360.81
90541,67240.234
90542,64119.44
90543,62627.18
90544,102560.555
90545,76018.68
90546,56102.49
90547,369793.47
90548,95587.4
90549,29758.396
90550,73811.14
90551,149534.81
90552,108549.28
90553,145105.34
90554,32181.646
90555,71700.23
90556,62784.242
90557,64575.086
90558,66664.23
90559,65193.11
90560,52704.336
90561,88493.64
90562,30636.057
90563,104308.766
90564,363547.12
90565,72997.984
90566,65203.4
90567,99243.1
90568,104011.32
90569,77995.555
90570,31483.69
90571,31244.836
90572,104916.57
90573,32648.834
90574,59797.848
90575,72447.32
90576,32761.127
90577,34660.332
90578,96388.17
90579,106581.52
90580,62545.23
90581,60389.35
90582,51411.047
90583,53602.082
90584,34162.043
90585,94950.46
90586,69375.48
90587,202666.88
90588,60207.965
90589,65644.59
90590,154506.5
90591,37054.48
90592,88366.12
90593,174868.1
90594,41787.277
90595,62544.242
90596,43989.074
90597,61036.09
90598,206615.44
90599,36065.516
90600,68158.18
90601,63935.29
90602,64803.387
90603,139209.42
90604,98263.42
90605,67374.29
90606,59000.7
90607,102649.63
90608,36943.332
90609,32181.66
90610,48626.29
90611,34078.305
90612,369794.5
90613,68965.35
90614,33504.914
90615,99476.516
90616,80278.34
90617,122492.22
90618,69978.19
90619,95226.46
90620,30585.217
90621,65192.855
90622,187646.1
90623,60478.18
90624,30258.201
90625,64213.95
90626,57339.58
90627,61392.14
90628,168073.36
90629,33469.16
90630,65685.79
90631,202198.92
90632,74118.664
90633,173431.2
90634,110710.95
90635,69667.92
90636,61964.426
90637,30040.992
90638,116507.375
90639,99047.945
90640,369793.56
90641,55436.953
90642,32164.324
90643,67339.266
90644,37751.453
90645,68918.87
90646,28854.97
90647,94393.89
90648,64507.977
90649,98606.01
90650,67055.49
90651,63191.57
90652,207915.19
90653,66059.3
90654,30283.379
90655,69599.76
90656,33223.555
90657,30014.303
90658,29100.969
90659,93455.055
90660,109738.48
90661,54681.65
90662,30614.006
90663,308594.97
90664,46950.26
90665,49262.387
90666,100498.14
90667,189375.25
90668,369793.1
90669,56922.098
90670,253308.61
90671,46227.23
90672,33654.71
90673,28906.11
90674,369798.06
90675,118033.56
90676,320118.72
90677,124568.34
90678,207275.78
90679,188166
90680,104545.52
90681,94478.49
90682,58274.594
90683,99889.27
90684,62428.734
90685,250512.25
90686,49841.965
90687,121249.7
90688,58480.797
90689,105879.25
90690,117415.55
90691,31685.93
90692,56746.215
90693,66894.6
90694,31736.197
90695,95639.8
90696,33201.562
90697,67812.62
90698,63848.355
90699,71036.62
90700,58498.61
90701,29509.486
90702,64141.094
90703,61392.14
90704,32489.2
90705,103392.11
90706,65214.72
90707,33675.42
90708,173556.83
90709,369793.97
90710,94254.74
90711,99433.266
90712,118401.234
90713,73635.28
90714,58393.25
90715,34100.098
90716,69117.516
90717,57606.58
90718,37626.61
90719,69552.54
90720,49572.008
90721,63883.08
90722,76472.8
90723,62862.85
90724,61175.76
90725,33474.613
90726,69781.58
90727,76344.97
90728,30921.814
90729,96505.91
90730,110000.055
90731,29830.799
90732,41496.71
90733,107002.27
90734,58385.664
90735,106552.69
90736,31483.473
90737,53628.37
90738,369793.5
90739,37927.496
90740,62250.293
90741,51412.79
90742,59609.75
90743,71683.336
90744,33258.324
90745,63100.066
90746,104483.79
90747,67110.06
90748,106582.3
90749,61906.492
90750,64793.227
90751,36833.87
90752,31861.201
90753,57452.047
90754,34860.98
90755,135706.33
90756,53964.816
90757,168981.75
90758,35698.824
90759,62779.992
90760,61203.133
90761,47209.535
90762,142227.52
90763,55024.863
90764,113669.016
90765,82916.875
90766,65809.65
90767,38628.15
90768,369794.56
90769,151925.45
90770,101876.04
90771,158042.48
90772,37807.33
90773,31828.137
90774,106564.97
90775,175538.61
90776,64461.41
90777,67598.58
90778,76140.48
90779,114917.03
90780,68760.77
90781,71551.266
90782,33636.793
90783,66739
90784,47919.055
90785,100345.15
90786,55005.64
90787,108581.336
90788,58841.105
90789,157995.88
90790,68672.89
90791,34805.7
90792,107477.234
90793,53783.39
90794,64282.734
90795,35176.457
90796,67230.055
90797,65561.73
90798,43685.883
90799,64938.074
90800,64875.49
90801,166402.4
90802,65011.586
90803,56827.94
90804,95531.13
90805,95018.67
90806,61503.47
90807,89056.12
90808,34171.066
90809,111443.29
90810,27956.822
90811,62137.24
90812,106513.43
90813,149966.86
90814,176130.47
90815,69379.39
90816,64483.293
90817,32629.545
90818,67763.82
90819,63154.527
90820,68636.97
90821,66000.414
90822,63332.31
90823,61375.258
90824,91361.914
90825,61182.473
90826,68183.02
90827,103624.67
90828,85921.27
90829,304876.2
90830,40361.24
90831,67975.7
90832,41874.582
90833,68697.12
90834,66241.445
90835,71863.7
90836,70788.88
90837,97051.14
90838,106076.1
90839,34698.633
90840,72163.06
90841,31744.918
90842,32866.207
90843,105365.52
90844,66981.31
90845,58191.887
90846,68668.97
90847,101619.766
90848,33092.07
90849,48316.633
90850,109598.65
90851,61906.492
90852,56412.348
90853,53328.79
90854,101473.48
90855,55387.504
90856,72679.52
90857,66803.35
90858,96654.33
90859,67425.16
90860,72750.53
90861,32419.941
90862,93198.07
90863,123163.71
90864,62772.6
90865,145663.44
90866,63554.562
90867,57617.355
90868,94369.32
90869,58947.03
90870,63093.426
90871,105305.8
90872,36512.664
90873,73128.984
90874,71455.33
90875,192124.92
90876,58744.21
90877,111755.39
90878,33216.527
90879,58869.76
90880,88342.71
90881,63653.36
90882,101655.02
90883,35374.887
90884,34471.383
90885,62956.77
90886,72620.95
90887,60298.92
90888,90542.2
90889,35698.402
90890,36682.246
90891,64830.58
90892,105007.58
90893,98436.34
90894,68728.71
90895,65811.81
90896,70128.664
90897,68881.664
90898,31384.4
90899,50625.45
90900,101768.81
90901,71500.97
90902,49603.758
90903,170796.67
90904,100633.81
90905,58443.63
90906,201178.4
90907,42128.547
90908,106881.68
90909,60735.113
90910,29550.346
90911,40010.746
90912,157990.36
90913,140623.45
90914,30545.855
90915,369798.16
90916,48626.332
90917,282025.03
90918,30535.752
90919,246105.89
90920,111120.984
90921,36373.074
90922,73503.805
90923,64054.402
90924,32153.363
90925,53627.35
90926,33057.95
90927,33521.39
90928,190405.17
90929,44276.78
90930,185759.39
90931,66356.695
90932,31961.822
90933,84292.75
90934,35539.87
90935,68245.695
90936,57596.85
90937,50287.844
90938,65786.97
90939,277497.88
90940,31990.871
90941,144259.31
90942,280846.56
90943,159018.2
90944,50886.562
90945,58877.043
90946,248949.81
90947,45010.36
90948,233030.67
90949,66480.99
90950,73531.375
90951,328709.62
90952,33196.348
90953,67273.78
90954,71682.34
90955,108991.22
90956,34405.742
90957,57731.355
90958,65381.984
90959,35749.836
90960,98795.95
90961,70159.1
90962,61628.8
90963,58443.418
90964,70488.77
90965,93858.44
90966,176063.84
90967,33636.05
90968,63880.99
90969,34052.16
90970,33318.363
90971,317869.44
90972,108787.73
90973,67360.266
90974,35742.723
90975,28555.443
90976,178179.73
90977,31685.713
90978,66712.98
90979,33853.73
90980,51550.605
90981,107859.52
90982,46131.902
90983,63322.715
90984,67910.51
90985,65347.582
90986,35434.48
90987,61067.098
90988,322011.44
90989,71633.43
90990,71341.82
90991,59926.94
90992,109720.68
90993,177870.95
90994,34566.46
90995,118633.71
90996,31660.135
90997,53948.562
90998,57444.938
90999,71879.57
91000,69848.8
91001,62900.438
91002,197049.8
91003,67657.125
91004,369795.62
91005,67485.77
91006,165628.5
91007,105730.3
91008,125136.83
91009,63241.188
91010,284522.84
91011,50812.926
91012,41243.09
91013,37695.465
91014,114992.6
91015,89714.78
91016,72521.45
91017,99329.48
91018,30613.31
91019,73639.92
91020,64170.28
91021,72732.28
91022,48371.98
91023,109073.71
91024,279216.22
91025,38816.848
91026,67628.44
91027,107070.92
91028,77858.18
91029,243400.56
91030,230198.22
91031,111383.1
91032,69776.414
91033,324698.12
91034,70036.13
91035,125886.81
91036,369792.7
91037,48289.13
91038,285312.44
91039,45240.414
91040,56561.52
91041,30420.73
91042,56794.305
91043,351293.7
91044,77504.2
91045,40909.293
91046,33469.02
91047,31301.732
91048,60198.26
91049,51274.6
91050,41787.836
91051,62053.445
91052,36290.41
91053,110898.1
91054,105100.016
91055,62949.086
91056,92225.49
91057,64565
91058,111601.96
91059,68665.13
91060,62519.18
91061,32769.027
91062,63100.1
91063,91824.055
91064,154896.02
91065,84602.016
91066,31005.17
91067,73580.88
91068,369794.4
91069,57960.844
91070,58030.086
91071,60758.895
91072,56501.875
91073,114806.05
91074,31231.812
91075,73893.31
91076,35870.332
91077,62263.656
91078,55814.023
91079,44549.61
91080,35978.027
91081,32011.875
91082,34489.062
91083,33837.03
91084,100842.08
91085,295755.66
91086,68132.96
91087,86271.55
91088,95887
91089,62277.297
91090,228512.1
91091,46937.625
91092,66154.55
91093,73211.19
91094,103001.14
91095,63408.043
91096,92503.57
91097,55847.375
91098,158703.69
91099,31494.555
91100,70443.28
91101,58377.91
91102,65011.664
91103,33535.07
91104,53783.33
91105,54579.82
91106,52585.004
91107,30516.441
91108,369793.66
91109,106776.21
91110,46461.812
91111,59368.164
91112,67272.04
91113,73137.29
91114,50887.375
91115,47065.32
91116,33324.246
91117,174191.25
91118,60503.645
91119,54697.83
91120,73575.59
91121,35870.184
91122,35225.395
91123,67119.55
91124,279519.03
91125,96317.85
91126,70058.414
91127,61719.01
91128,56593.973
91129,52510.684
91130,66520.414
91131,35880.945
91132,69534.25
91133,75986.664
91134,67957.97
91135,69606.516
91136,349974
91137,95339.52
91138,73643.91
91139,109191.4
91140,62162.625
91141,92759.16
91142,65283.145
91143,104075.32
